Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Homem;36;Branca;Médio completo ou equivalente;3000;40;Urbana;3
Mulher;21;Branca;Médio completo ou equivalente;1200;44;Urbana;3
Homem;48;Parda;Superior incompleto ou equivalente;900;36;Urbana;3
Mulher;61;Parda;Fundamental incompleto ou equivalente;300;24;Rural;5
Homem;63;Branca;Superior completo;16500;35;Urbana;4
Mulher;40;Parda;Médio completo ou equivalente;1200;44;Urbana;3
Homem;48;Parda;Médio completo ou equivalente;2000;40;Urbana;3
Homem;24;Preta;Médio completo ou equivalente;1045;44;Urbana;5
Homem;36;Parda;Médio incompleto ou equivalente;1500;40;Urbana;3
Homem;44;Branca;Fundamental completo ou equivalente;3000;60;Rural;3
Homem;53;Branca;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Homem;48;Branca;Médio completo ou equivalente;1700;40;Urbana;3
Homem;20;Preta;Médio completo ou equivalente;1710;40;Urbana;3
Homem;53;Parda;Fundamental completo ou equivalente;1500;44;Urbana;3
Mulher;47;Branca;Médio completo ou equivalente;1045;40;Rural;3
Mulher;49;Preta;Fundamental incompleto ou equivalente;70;16;Urbana;1
Homem;36;Branca;Superior completo;2450;20;Urbana;3
Mulher;42;Parda;Superior completo;1045;48;Urbana;5
Homem;42;Parda;Superior completo;6500;60;Urbana;3
Mulher;37;Branca;Médio completo ou equivalente;588;25;Urbana;3
Homem;49;Preta;Médio completo ou equivalente;1045;40;Urbana;3
Mulher;63;Branca;Médio completo ou equivalente;1500;40;Urbana;2
Mulher;65;Parda;Fundamental incompleto ou equivalente;1500;44;Rural;2
Homem;48;Branca;Fundamental incompleto ou equivalente;1000;44;Urbana;3
Mulher;50;Branca;Superior completo;4500;30;Urbana;3
Homem;32;Parda;Fundamental incompleto ou equivalente;3500;44;Rural;4
Mulher;41;Branca;Médio completo ou equivalente;1200;40;Urbana;4
Homem;51;Branca;Fundamental completo ou equivalente;1600;40;Rural;4
Homem;51;Branca;Superior completo;2000;40;Urbana;4
Homem;64;Branca;Superior completo;5000;20;Urbana;2
Homem;25;Parda;Superior incompleto ou equivalente;500;20;Urbana;3
Homem;40;Parda;Superior completo;1500;36;Urbana;4
Homem;51;Preta;Médio completo ou equivalente;1300;20;Urbana;3
Mulher;37;Parda;Superior completo;1045;30;Urbana;3
Mulher;27;Parda;Médio completo ou equivalente;1040;40;Urbana;3
Mulher;41;Branca;Médio completo ou equivalente;1500;44;Urbana;4
Homem;38;Branca;Médio completo ou equivalente;2300;36;Urbana;3
Mulher;45;Branca;Médio completo ou equivalente;2000;40;Urbana;4
Mulher;54;Preta;Médio completo ou equivalente;1040;16;Urbana;2
Homem;50;Branca;Superior incompleto ou equivalente;1400;44;Rural;3
Homem;59;Parda;Fundamental incompleto ou equivalente;1500;42;Urbana;4
Mulher;51;Parda;Fundamental completo ou equivalente;1045;40;Urbana;4
Mulher;39;Parda;Médio incompleto ou equivalente;1000;32;Urbana;1
Homem;31;Branca;Superior completo;8000;48;Urbana;3
Mulher;22;Parda;Médio completo ou equivalente;1500;44;Urbana;2
Homem;50;Parda;Médio completo ou equivalente;2010;40;Urbana;4
Mulher;55;Branca;Médio completo ou equivalente;1200;30;Urbana;2
Mulher;44;Parda;Fundamental completo ou equivalente;1045;44;Rural;5
Mulher;57;Branca;Fundamental incompleto ou equivalente;2000;44;Rural;2
Homem;35;Parda;Médio incompleto ou equivalente;1200;34;Urbana;4
Homem;24;Parda;Superior completo;2000;55;Urbana;3
Homem;49;Branca;Superior completo;4000;40;Urbana;3
Mulher;22;Parda;Superior incompleto ou equivalente;1045;44;Urbana;3
Homem;19;Branca;Médio completo ou equivalente;1200;44;Urbana;3
Mulher;34;Branca;Superior completo;4200;40;Urbana;3
Homem;41;Parda;Fundamental incompleto ou equivalente;1000;20;Urbana;4
Homem;37;Branca;Médio completo ou equivalente;5800;44;Urbana;4
Homem;46;Branca;Superior completo;5000;30;Urbana;4
Mulher;33;Branca;Superior incompleto ou equivalente;1045;40;Urbana;4
Mulher;27;Branca;Superior completo;6000;40;Urbana;3
Mulher;48;Branca;Médio completo ou equivalente;2000;40;Urbana;2
Homem;49;Parda;Fundamental incompleto ou equivalente;100;20;Rural;2
Mulher;45;Parda;Médio completo ou equivalente;1300;44;Urbana;4
Homem;67;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Homem;37;Branca;Médio completo ou equivalente;1500;3;Urbana;2
Homem;33;Branca;Superior completo;4000;44;Urbana;2
Mulher;41;Parda;Superior completo;1500;44;Urbana;3
Mulher;25;Parda;Superior completo;1500;40;Urbana;2
Homem;21;Parda;Médio completo ou equivalente;2500;44;Urbana;3
Homem;42;Parda;Fundamental incompleto ou equivalente;4000;44;Urbana;5
Mulher;40;Parda;Médio completo ou equivalente;700;48;Urbana;5
Mulher;42;Branca;Superior completo;9100;36;Urbana;4
Homem;58;Branca;Fundamental incompleto ou equivalente;1500;50;Rural;2
Mulher;26;Parda;Fundamental incompleto ou equivalente;800;30;Urbana;5
Mulher;38;Branca;Superior completo;2000;44;Urbana;3
Homem;33;Preta;Superior completo;3000;44;Urbana;6
Homem;55;Branca;Médio completo ou equivalente;20000;40;Urbana;3
Homem;41;Parda;Médio completo ou equivalente;400;44;Urbana;3
Homem;34;Branca;Médio completo ou equivalente;1400;51;Urbana;6
Mulher;62;Parda;Fundamental incompleto ou equivalente;200;40;Rural;3
Mulher;35;Parda;Superior completo;6000;44;Urbana;3
Homem;33;Parda;Fundamental completo ou equivalente;1500;44;Rural;2
Mulher;20;Parda;Médio incompleto ou equivalente;800;32;Urbana;3
Mulher;48;Parda;Superior completo;6000;44;Urbana;1
Mulher;31;Branca;Superior completo;3800;50;Urbana;4
Homem;44;Branca;Superior completo;17000;40;Urbana;3
Homem;34;Parda;Superior incompleto ou equivalente;1185;40;Urbana;3
Mulher;30;Preta;Superior completo;2500;40;Urbana;3
Mulher;35;Branca;Superior completo;3800;42;Urbana;2
Homem;38;Branca;Fundamental incompleto ou equivalente;1200;48;Urbana;3
Mulher;32;Branca;Médio completo ou equivalente;600;36;Urbana;3
Mulher;45;Preta;Fundamental incompleto ou equivalente;120;20;Rural;3
Homem;48;Branca;Fundamental incompleto ou equivalente;200;20;Urbana;2
Mulher;55;Branca;Fundamental incompleto ou equivalente;320;8;Rural;2
Homem;30;Branca;Médio completo ou equivalente;1000;60;Rural;3
Homem;43;Parda;Superior completo;6000;30;Urbana;5
Homem;53;Parda;Sem instrução e menos de 1 ano de estudo;60;24;Rural;4
Homem;43;Parda;Médio completo ou equivalente;2500;40;Urbana;5
Homem;31;Branca;Médio completo ou equivalente;1200;44;Urbana;7
Homem;31;Preta;Fundamental incompleto ou equivalente;800;40;Rural;5
Homem;65;Parda;Fundamental incompleto ou equivalente;5000;64;Rural;2
Homem;40;Branca;Superior completo;5000;44;Urbana;5
Homem;32;Parda;Fundamental completo ou equivalente;1200;44;Rural;5
Mulher;31;Preta;Superior incompleto ou equivalente;2100;55;Urbana;3
Homem;49;Parda;Fundamental incompleto ou equivalente;3657;70;Rural;5
Mulher;40;Parda;Fundamental incompleto ou equivalente;30;8;Urbana;4
Homem;37;Parda;Fundamental completo ou equivalente;1200;40;Urbana;4
Mulher;51;Preta;Médio completo ou equivalente;1200;44;Urbana;3
Homem;29;Parda;Fundamental incompleto ou equivalente;1400;55;Rural;5
Mulher;24;Parda;Médio completo ou equivalente;1045;44;Urbana;3
Homem;42;Parda;Superior completo;2400;49;Urbana;6
Mulher;48;Branca;Superior incompleto ou equivalente;2000;30;Urbana;3
Homem;54;Branca;Superior completo;5000;40;Urbana;1
Mulher;22;Branca;Superior incompleto ou equivalente;1400;40;Urbana;3
Mulher;25;Parda;Superior incompleto ou equivalente;570;30;Urbana;2
Homem;29;Branca;Médio completo ou equivalente;4000;45;Urbana;4
Homem;66;Branca;Fundamental incompleto ou equivalente;5000;40;Urbana;4
Homem;47;Parda;Fundamental incompleto ou equivalente;2000;40;Rural;2
Homem;23;Preta;Médio completo ou equivalente;1500;30;Rural;6
Homem;58;Branca;Médio completo ou equivalente;800;48;Urbana;2
Mulher;37;Parda;Superior completo;1800;40;Urbana;5
Homem;66;Branca;Médio completo ou equivalente;3000;48;Urbana;2
Mulher;45;Parda;Médio incompleto ou equivalente;450;20;Urbana;4
Mulher;33;Branca;Médio completo ou equivalente;2000;48;Urbana;3
Homem;32;Branca;Médio completo ou equivalente;1500;44;Urbana;3
Mulher;40;Parda;Superior completo;3500;40;Urbana;4
Homem;28;Preta;Superior completo;1200;44;Urbana;3
Homem;45;Branca;Médio completo ou equivalente;2500;40;Urbana;4
Homem;58;Branca;Fundamental incompleto ou equivalente;2000;60;Rural;3
Homem;47;Branca;Superior completo;3000;60;Rural;5
Homem;38;Branca;Médio completo ou equivalente;1800;36;Urbana;3
Mulher;31;Parda;Fundamental incompleto ou equivalente;1300;60;Rural;5
Homem;46;Branca;Médio incompleto ou equivalente;4500;50;Urbana;4
Mulher;40;Parda;Superior completo;1045;36;Urbana;5
Mulher;47;Parda;Fundamental incompleto ou equivalente;1045;40;Rural;3
Homem;72;Parda;Fundamental incompleto ou equivalente;80;20;Rural;2
Mulher;30;Branca;Superior completo;1045;40;Urbana;5
Mulher;53;Parda;Fundamental incompleto ou equivalente;320;8;Urbana;1
Mulher;33;Parda;Superior incompleto ou equivalente;1045;20;Urbana;3
Homem;20;Parda;Médio incompleto ou equivalente;1045;44;Urbana;6
Homem;43;Branca;Médio incompleto ou equivalente;1045;30;Rural;4
Homem;55;Parda;Fundamental completo ou equivalente;200;8;Urbana;2
Homem;56;Branca;Fundamental incompleto ou equivalente;1500;48;Rural;2
Homem;21;Preta;Fundamental completo ou equivalente;1100;40;Urbana;3
Mulher;43;Parda;Médio completo ou equivalente;1500;48;Rural;4
Mulher;42;Branca;Médio incompleto ou equivalente;5000;60;Urbana;4
Mulher;50;Parda;Superior completo;1045;20;Rural;6
Homem;21;Branca;Médio completo ou equivalente;1200;44;Urbana;5
Mulher;43;Branca;Médio completo ou equivalente;4000;44;Urbana;4
Homem;18;Branca;Médio incompleto ou equivalente;1000;25;Urbana;4
Homem;49;Parda;Fundamental incompleto ou equivalente;1045;44;Rural;3
Mulher;44;Parda;Médio completo ou equivalente;2300;40;Urbana;3
Homem;71;Branca;Fundamental incompleto ou equivalente;1000;20;Urbana;2
Homem;20;Branca;Médio completo ou equivalente;3000;44;Urbana;3
Homem;34;Parda;Fundamental incompleto ou equivalente;800;40;Urbana;3
Mulher;62;Branca;Fundamental incompleto ou equivalente;1000;45;Rural;2
Homem;46;Branca;Fundamental completo ou equivalente;70;27;Urbana;4
Mulher;23;Parda;Médio incompleto ou equivalente;1000;48;Rural;3
Homem;30;Branca;Médio completo ou equivalente;3000;44;Urbana;3
Mulher;22;Parda;Médio completo ou equivalente;600;40;Urbana;4
Homem;23;Parda;Médio completo ou equivalente;2500;40;Urbana;5
Homem;39;Branca;Superior completo;3000;48;Urbana;3
Mulher;49;Parda;Superior completo;2200;15;Urbana;3
Mulher;33;Preta;Médio incompleto ou equivalente;1000;40;Urbana;4
Mulher;51;Branca;Superior completo;3500;32;Urbana;2
Homem;42;Branca;Superior incompleto ou equivalente;2000;36;Urbana;4
Mulher;40;Preta;Sem instrução e menos de 1 ano de estudo;1045;46;Rural;3
Mulher;54;Parda;Superior completo;3000;40;Urbana;4
Homem;45;Branca;Fundamental incompleto ou equivalente;1800;36;Urbana;2
Homem;49;Branca;Médio completo ou equivalente;3000;44;Urbana;4
Homem;45;Parda;Fundamental incompleto ou equivalente;1300;50;Rural;2
Mulher;56;Branca;Fundamental incompleto ou equivalente;400;38;Urbana;2
Homem;63;Parda;Fundamental incompleto ou equivalente;2000;40;Urbana;4
Mulher;29;Parda;Superior incompleto ou equivalente;4000;30;Urbana;2
Homem;19;Parda;Médio incompleto ou equivalente;1500;44;Urbana;3
Homem;52;Parda;Fundamental incompleto ou equivalente;2500;40;Urbana;2
Mulher;44;Branca;Superior completo;3000;50;Urbana;8
Homem;54;Branca;Fundamental incompleto ou equivalente;2000;44;Urbana;2
Mulher;34;Branca;Superior incompleto ou equivalente;2500;40;Urbana;3
Mulher;50;Branca;Fundamental incompleto ou equivalente;1600;24;Urbana;2
Homem;20;Parda;Médio completo ou equivalente;2000;45;Rural;3
Homem;26;Branca;Médio incompleto ou equivalente;1045;48;Urbana;5
Mulher;53;Parda;Fundamental incompleto ou equivalente;1045;36;Urbana;3
Homem;37;Preta;Médio completo ou equivalente;1500;40;Urbana;4
Homem;46;Branca;Fundamental incompleto ou equivalente;1100;50;Rural;5
Homem;38;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Mulher;30;Parda;Médio completo ou equivalente;100;2;Urbana;6
Mulher;34;Branca;Médio completo ou equivalente;1045;48;Urbana;7
Mulher;41;Parda;Médio incompleto ou equivalente;1000;40;Rural;3
Mulher;31;Parda;Médio completo ou equivalente;730;48;Rural;4
Homem;26;Branca;Médio completo ou equivalente;1200;48;Urbana;4
Mulher;57;Parda;Superior completo;4000;40;Urbana;3
Mulher;29;Branca;Superior completo;3500;35;Urbana;2
Homem;66;Branca;Fundamental incompleto ou equivalente;2100;40;Urbana;1
Homem;47;Branca;Fundamental incompleto ou equivalente;2500;44;Urbana;3
Homem;57;Preta;Fundamental incompleto ou equivalente;150;21;Urbana;2
Homem;30;Parda;Médio completo ou equivalente;2300;40;Urbana;2
Homem;25;Parda;Fundamental completo ou equivalente;1600;44;Rural;4
Homem;38;Branca;Médio completo ou equivalente;4000;44;Urbana;6
Mulher;28;Parda;Superior completo;1045;40;Urbana;2
Homem;38;Parda;Médio incompleto ou equivalente;3000;40;Rural;4
Mulher;42;Parda;Médio incompleto ou equivalente;1045;44;Urbana;2
Homem;30;Preta;Fundamental incompleto ou equivalente;3000;60;Urbana;4
Homem;48;Parda;Fundamental incompleto ou equivalente;2500;40;Urbana;5
Mulher;63;Preta;Fundamental incompleto ou equivalente;210;40;Urbana;2
Mulher;21;Branca;Fundamental completo ou equivalente;1045;46;Urbana;3
Mulher;50;Parda;Fundamental completo ou equivalente;1200;40;Urbana;2
Homem;44;Branca;Fundamental incompleto ou equivalente;1500;60;Urbana;3
Homem;40;Parda;Médio completo ou equivalente;1200;40;Urbana;3
Homem;40;Parda;Fundamental incompleto ou equivalente;2300;44;Urbana;4
Homem;49;Preta;Fundamental incompleto ou equivalente;1300;48;Urbana;7
Mulher;29;Preta;Superior completo;1045;49;Urbana;3
Homem;44;Parda;Fundamental completo ou equivalente;1600;42;Rural;6
Mulher;62;Parda;Médio completo ou equivalente;1200;30;Urbana;1
Mulher;21;Parda;Superior incompleto ou equivalente;1045;40;Rural;8
Mulher;50;Branca;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Homem;67;Branca;Superior completo;10000;60;Urbana;2
Mulher;29;Branca;Superior completo;20000;50;Urbana;1
Homem;25;Branca;Superior completo;1800;40;Urbana;3
Mulher;39;Branca;Superior incompleto ou equivalente;1000;25;Urbana;3
Homem;27;Branca;Fundamental completo ou equivalente;400;55;Rural;3
Homem;33;Branca;Médio completo ou equivalente;2500;44;Urbana;3
Mulher;44;Parda;Superior completo;9000;30;Urbana;3
Mulher;41;Branca;Médio completo ou equivalente;3500;36;Urbana;3
Homem;34;Branca;Médio completo ou equivalente;1045;20;Urbana;3
Homem;30;Branca;Superior completo;2040;44;Urbana;3
Mulher;30;Branca;Médio completo ou equivalente;1045;44;Rural;4
Homem;26;Branca;Médio completo ou equivalente;1045;40;Urbana;1
Mulher;46;Branca;Médio completo ou equivalente;1300;45;Urbana;3
Mulher;35;Branca;Médio completo ou equivalente;1300;44;Urbana;4
Homem;18;Branca;Fundamental completo ou equivalente;1500;44;Rural;3
Homem;36;Parda;Fundamental incompleto ou equivalente;3000;40;Rural;5
Mulher;43;Preta;Fundamental incompleto ou equivalente;1045;44;Urbana;2
Mulher;41;Preta;Médio completo ou equivalente;1500;48;Urbana;4
Mulher;55;Branca;Fundamental completo ou equivalente;550;20;Urbana;2
Homem;78;Preta;Fundamental incompleto ou equivalente;200;10;Rural;2
Homem;53;Branca;Superior completo;3000;40;Urbana;3
Mulher;37;Parda;Superior incompleto ou equivalente;2500;44;Urbana;3
Homem;40;Parda;Fundamental incompleto ou equivalente;1300;44;Urbana;6
Homem;52;Branca;Superior completo;10000;45;Urbana;2
Homem;43;Branca;Fundamental incompleto ou equivalente;2800;40;Urbana;3
Homem;29;Branca;Superior completo;8000;40;Urbana;3
Homem;61;Parda;Médio completo ou equivalente;2000;48;Rural;4
Homem;45;Branca;Fundamental incompleto ou equivalente;1045;44;Urbana;5
Homem;39;Branca;Médio incompleto ou equivalente;30;4;Urbana;3
Homem;47;Parda;Médio completo ou equivalente;4000;24;Urbana;2
Homem;32;Branca;Superior completo;3500;44;Urbana;4
Mulher;50;Branca;Superior completo;6000;50;Urbana;4
Homem;43;Branca;Fundamental incompleto ou equivalente;200;40;Rural;4
Homem;53;Parda;Fundamental incompleto ou equivalente;416;10;Rural;5
Mulher;28;Parda;Superior completo;2000;40;Urbana;3
Homem;46;Parda;Superior incompleto ou equivalente;5000;40;Urbana;4
Mulher;44;Branca;Superior completo;7200;48;Urbana;3
Homem;23;Parda;Médio completo ou equivalente;1045;40;Urbana;5
Mulher;53;Branca;Fundamental incompleto ou equivalente;1045;40;Rural;3
Mulher;38;Parda;Superior completo;22200;66;Urbana;3
Mulher;27;Parda;Médio incompleto ou equivalente;500;40;Urbana;3
Homem;54;Parda;Fundamental incompleto ou equivalente;1045;44;Urbana;3
Mulher;64;Parda;Médio incompleto ou equivalente;600;12;Urbana;3
Mulher;38;Parda;Fundamental completo ou equivalente;300;20;Urbana;4
Homem;47;Parda;Superior completo;3500;45;Rural;4
Mulher;33;Parda;Médio incompleto ou equivalente;480;16;Urbana;6
Homem;63;Branca;Superior completo;2500;30;Urbana;3
Homem;55;Parda;Fundamental incompleto ou equivalente;1500;67;Rural;2
Homem;21;Parda;Superior completo;2500;44;Urbana;4
Homem;65;Branca;Fundamental incompleto ou equivalente;2500;40;Urbana;3
Mulher;27;Parda;Médio completo ou equivalente;1550;44;Urbana;4
Mulher;62;Branca;Fundamental incompleto ou equivalente;2500;20;Urbana;2
Mulher;41;Parda;Fundamental incompleto ou equivalente;500;44;Urbana;4
Mulher;55;Parda;Médio completo ou equivalente;800;25;Urbana;2
Mulher;43;Preta;Médio completo ou equivalente;2000;44;Urbana;4
Homem;41;Amarela;Médio incompleto ou equivalente;1045;48;Rural;3
Mulher;55;Parda;Fundamental completo ou equivalente;300;5;Urbana;2
Homem;32;Parda;Médio incompleto ou equivalente;1000;30;Urbana;2
Homem;28;Parda;Fundamental completo ou equivalente;5000;30;Urbana;5
Homem;50;Branca;Superior completo;5000;40;Urbana;2
Mulher;40;Branca;Superior completo;1045;40;Urbana;3
Homem;41;Branca;Superior completo;4500;60;Urbana;3
Homem;32;Parda;Fundamental incompleto ou equivalente;1800;44;Urbana;5
Mulher;38;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Mulher;53;Parda;Médio incompleto ou equivalente;1045;40;Urbana;2
Homem;21;Parda;Médio completo ou equivalente;1700;56;Urbana;3
Mulher;17;Preta;Fundamental completo ou equivalente;200;8;Urbana;4
Homem;54;Parda;Sem instrução e menos de 1 ano de estudo;1045;48;Urbana;3
Homem;20;Branca;Fundamental completo ou equivalente;500;40;Urbana;4
Homem;40;Branca;Superior incompleto ou equivalente;1500;40;Urbana;2
Homem;26;Parda;Superior completo;2200;48;Urbana;3
Mulher;27;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Homem;29;Parda;Médio completo ou equivalente;1300;40;Urbana;8
Homem;59;Branca;Fundamental completo ou equivalente;2000;20;Urbana;1
Mulher;49;Parda;Superior completo;1400;20;Urbana;3
Homem;64;Branca;Fundamental incompleto ou equivalente;2000;44;Rural;2
Homem;59;Branca;Fundamental incompleto ou equivalente;2000;70;Rural;3
Homem;20;Branca;Fundamental completo ou equivalente;1500;48;Rural;5
Mulher;51;Branca;Fundamental incompleto ou equivalente;1039;44;Urbana;4
Homem;25;Parda;Médio completo ou equivalente;1200;40;Rural;4
Homem;57;Preta;Fundamental incompleto ou equivalente;1045;48;Rural;2
Homem;29;Parda;Médio completo ou equivalente;150;24;Rural;4
Mulher;53;Branca;Fundamental incompleto ou equivalente;580;44;Rural;2
Mulher;51;Preta;Fundamental incompleto ou equivalente;1500;44;Urbana;4
Mulher;59;Parda;Superior completo;2000;30;Urbana;2
Mulher;53;Preta;Médio completo ou equivalente;1045;40;Urbana;3
Homem;37;Parda;Médio completo ou equivalente;1744;44;Urbana;3
Homem;47;Parda;Fundamental incompleto ou equivalente;2100;48;Urbana;3
Homem;67;Parda;Fundamental incompleto ou equivalente;2000;42;Urbana;2
Homem;35;Parda;Superior completo;12000;40;Urbana;1
Homem;51;Branca;Médio completo ou equivalente;3000;40;Rural;4
Homem;45;Branca;Superior completo;12800;50;Urbana;2
Mulher;21;Parda;Médio completo ou equivalente;1050;52;Urbana;2
Homem;49;Preta;Sem instrução e menos de 1 ano de estudo;120;20;Rural;8
Mulher;43;Parda;Superior completo;7500;40;Urbana;4
Homem;40;Branca;Médio completo ou equivalente;2000;44;Urbana;4
Mulher;40;Branca;Médio completo ou equivalente;1800;36;Urbana;4
Homem;50;Preta;Fundamental incompleto ou equivalente;2000;40;Urbana;1
Homem;18;Branca;Médio completo ou equivalente;1300;52;Urbana;5
Homem;56;Branca;Superior completo;12000;40;Urbana;4
Homem;37;Branca;Fundamental incompleto ou equivalente;1700;44;Urbana;5
Homem;35;Branca;Médio completo ou equivalente;2500;40;Urbana;3
Homem;41;Parda;Médio completo ou equivalente;8000;44;Urbana;3
Homem;38;Parda;Fundamental incompleto ou equivalente;1980;44;Urbana;4
Homem;34;Branca;Superior completo;5000;40;Urbana;8
Homem;50;Branca;Sem instrução e menos de 1 ano de estudo;800;44;Urbana;4
Homem;49;Branca;Fundamental incompleto ou equivalente;1200;48;Rural;3
Homem;55;Branca;Fundamental incompleto ou equivalente;3500;80;Rural;4
Mulher;44;Parda;Médio completo ou equivalente;1000;30;Urbana;3
Homem;33;Branca;Médio completo ou equivalente;2500;44;Rural;4
Homem;33;Parda;Sem instrução e menos de 1 ano de estudo;600;74;Urbana;6
Homem;65;Branca;Fundamental incompleto ou equivalente;2500;62;Rural;3
Mulher;36;Parda;Superior incompleto ou equivalente;500;20;Urbana;3
Homem;33;Preta;Fundamental incompleto ou equivalente;280;40;Rural;5
Homem;45;Branca;Médio completo ou equivalente;2500;60;Urbana;2
Mulher;46;Branca;Superior completo;4400;40;Rural;2
Homem;72;Preta;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Homem;53;Parda;Fundamental incompleto ou equivalente;650;24;Urbana;2
Homem;38;Branca;Fundamental incompleto ou equivalente;200;50;Urbana;3
Homem;19;Parda;Médio completo ou equivalente;1550;40;Urbana;3
Mulher;39;Branca;Superior completo;7000;40;Urbana;3
Mulher;53;Preta;Médio completo ou equivalente;200;4;Urbana;2
Mulher;49;Parda;Superior completo;1045;40;Urbana;2
Mulher;21;Preta;Superior incompleto ou equivalente;1045;40;Urbana;2
Homem;55;Parda;Fundamental incompleto ou equivalente;2000;44;Urbana;3
Mulher;30;Preta;Médio completo ou equivalente;2500;20;Urbana;3
Homem;25;Parda;Médio completo ou equivalente;500;30;Rural;4
Homem;45;Parda;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Homem;38;Parda;Fundamental completo ou equivalente;1500;44;Rural;3
Homem;30;Branca;Superior completo;2000;44;Urbana;2
Mulher;28;Branca;Superior completo;4000;40;Urbana;5
Homem;42;Preta;Médio completo ou equivalente;1300;30;Urbana;3
Homem;30;Branca;Superior completo;3500;40;Urbana;2
Mulher;39;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Mulher;50;Branca;Fundamental incompleto ou equivalente;1200;45;Urbana;7
Mulher;36;Branca;Médio completo ou equivalente;1400;45;Rural;2
Homem;45;Branca;Fundamental incompleto ou equivalente;2800;44;Urbana;4
Mulher;27;Parda;Superior completo;1045;40;Urbana;12
Homem;42;Parda;Médio completo ou equivalente;1045;40;Rural;4
Homem;60;Parda;Sem instrução e menos de 1 ano de estudo;400;30;Rural;4
Homem;32;Parda;Superior incompleto ou equivalente;1045;44;Urbana;4
Homem;34;Parda;Médio completo ou equivalente;948;40;Urbana;4
Mulher;40;Branca;Médio completo ou equivalente;2078;58;Urbana;5
Homem;19;Branca;Médio completo ou equivalente;1100;44;Urbana;2
Homem;47;Parda;Médio completo ou equivalente;1045;36;Urbana;3
Homem;43;Preta;Fundamental completo ou equivalente;1000;40;Rural;2
Homem;22;Branca;Fundamental completo ou equivalente;1045;44;Urbana;3
Homem;26;Branca;Superior incompleto ou equivalente;5000;36;Urbana;4
Mulher;58;Parda;Fundamental incompleto ou equivalente;300;48;Urbana;2
Homem;26;Parda;Fundamental incompleto ou equivalente;1060;46;Urbana;3
Homem;54;Branca;Médio incompleto ou equivalente;5000;40;Urbana;1
Mulher;34;Branca;Superior completo;5000;32;Urbana;9
Homem;22;Branca;Superior incompleto ou equivalente;1045;50;Urbana;6
Homem;50;Parda;Fundamental completo ou equivalente;2000;44;Urbana;5
Homem;49;Parda;Fundamental incompleto ou equivalente;300;32;Urbana;4
Homem;45;Parda;Fundamental incompleto ou equivalente;2200;50;Rural;5
Homem;36;Parda;Médio completo ou equivalente;2800;40;Urbana;3
Homem;49;Parda;Fundamental incompleto ou equivalente;600;20;Rural;1
Homem;25;Parda;Superior incompleto ou equivalente;1400;48;Urbana;2
Mulher;38;Parda;Fundamental completo ou equivalente;300;40;Urbana;5
Mulher;32;Parda;Superior completo;3000;40;Urbana;3
Homem;20;Branca;Superior incompleto ou equivalente;1100;44;Urbana;7
Mulher;44;Parda;Superior completo;9000;40;Urbana;3
Mulher;52;Branca;Fundamental incompleto ou equivalente;1250;44;Urbana;2
Mulher;31;Parda;Médio incompleto ou equivalente;2000;86;Urbana;1
Homem;20;Branca;Superior incompleto ou equivalente;1800;40;Urbana;5
Mulher;45;Parda;Superior completo;10400;60;Urbana;4
Homem;47;Branca;Fundamental completo ou equivalente;2500;60;Urbana;4
Homem;45;Parda;Fundamental incompleto ou equivalente;1400;55;Urbana;3
Homem;28;Parda;Superior incompleto ou equivalente;1200;40;Rural;3
Homem;47;Preta;Fundamental incompleto ou equivalente;1500;40;Urbana;3
Mulher;36;Branca;Superior completo;2000;40;Urbana;3
Mulher;46;Branca;Médio completo ou equivalente;5000;60;Urbana;2
Homem;34;Branca;Médio completo ou equivalente;300;40;Rural;3
Homem;34;Parda;Médio completo ou equivalente;2000;48;Urbana;3
Homem;22;Parda;Médio completo ou equivalente;1200;44;Urbana;4
Homem;59;Preta;Fundamental incompleto ou equivalente;1200;44;Urbana;4
Homem;45;Branca;Médio incompleto ou equivalente;2000;40;Urbana;6
Homem;61;Preta;Fundamental completo ou equivalente;1200;40;Urbana;2
Homem;44;Branca;Fundamental incompleto ou equivalente;1300;70;Urbana;2
Homem;36;Branca;Médio completo ou equivalente;2700;44;Urbana;3
Homem;35;Branca;Fundamental completo ou equivalente;2090;44;Rural;3
Homem;21;Parda;Médio completo ou equivalente;2000;44;Urbana;3
Mulher;51;Branca;Superior completo;3000;60;Urbana;3
Homem;33;Parda;Médio completo ou equivalente;1580;50;Rural;3
Homem;48;Parda;Superior incompleto ou equivalente;1500;44;Urbana;3
Mulher;30;Parda;Superior completo;9000;40;Urbana;4
Homem;54;Parda;Médio completo ou equivalente;2200;40;Rural;2
Homem;31;Branca;Fundamental incompleto ou equivalente;2000;60;Rural;2
