Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Mulher;21;Parda;Médio completo ou equivalente;100;12;Urbana;3
Mulher;37;Parda;Médio completo ou equivalente;1300;40;Urbana;4
Homem;68;Branca;Fundamental incompleto ou equivalente;208;44;Rural;2
Homem;65;Preta;Sem instrução e menos de 1 ano de estudo;250;40;Rural;2
Homem;53;Parda;Fundamental incompleto ou equivalente;400;12;Urbana;1
Homem;57;Branca;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Mulher;35;Parda;Médio completo ou equivalente;1645;64;Urbana;2
Mulher;45;Branca;Médio incompleto ou equivalente;1045;35;Urbana;3
Mulher;40;Branca;Médio completo ou equivalente;1045;48;Urbana;3
Mulher;50;Branca;Médio completo ou equivalente;2500;44;Urbana;2
Homem;51;Branca;Fundamental incompleto ou equivalente;1500;24;Urbana;2
Homem;51;Branca;Médio completo ou equivalente;3000;48;Urbana;4
Mulher;35;Parda;Superior completo;1200;44;Urbana;6
Homem;39;Preta;Fundamental completo ou equivalente;1100;44;Urbana;4
Homem;45;Branca;Fundamental completo ou equivalente;1045;48;Urbana;2
Mulher;47;Parda;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Homem;58;Preta;Sem instrução e menos de 1 ano de estudo;300;18;Rural;3
Mulher;51;Branca;Superior completo;5000;60;Urbana;2
Mulher;27;Branca;Médio incompleto ou equivalente;2500;40;Urbana;4
Mulher;30;Preta;Superior completo;1200;30;Urbana;3
Homem;50;Parda;Médio completo ou equivalente;2500;40;Urbana;2
Mulher;28;Parda;Médio completo ou equivalente;200;4;Rural;2
Homem;34;Parda;Médio completo ou equivalente;1500;50;Urbana;3
Homem;34;Branca;Superior completo;4000;60;Urbana;3
Homem;29;Branca;Fundamental completo ou equivalente;1400;44;Urbana;5
Mulher;31;Parda;Superior completo;1045;20;Urbana;4
Mulher;17;Parda;Médio incompleto ou equivalente;200;40;Urbana;5
Mulher;37;Parda;Fundamental incompleto ou equivalente;200;6;Urbana;6
Mulher;31;Branca;Médio completo ou equivalente;850;32;Urbana;5
Homem;45;Parda;Fundamental incompleto ou equivalente;3200;48;Rural;3
Mulher;76;Parda;Médio incompleto ou equivalente;30;18;Urbana;3
Homem;62;Parda;Fundamental incompleto ou equivalente;1500;18;Urbana;4
Homem;59;Branca;Fundamental incompleto ou equivalente;1500;48;Urbana;2
Homem;41;Branca;Médio completo ou equivalente;1500;30;Urbana;3
Homem;19;Parda;Médio completo ou equivalente;1045;44;Urbana;3
Mulher;28;Parda;Superior completo;400;25;Urbana;2
Homem;59;Preta;Fundamental incompleto ou equivalente;1100;30;Rural;2
Mulher;52;Parda;Médio completo ou equivalente;1045;30;Urbana;3
Homem;32;Parda;Superior incompleto ou equivalente;2000;52;Urbana;4
Mulher;30;Branca;Fundamental completo ou equivalente;1300;44;Urbana;4
Homem;30;Branca;Superior completo;5000;50;Rural;3
Homem;36;Branca;Médio completo ou equivalente;2100;48;Rural;1
Homem;31;Parda;Fundamental incompleto ou equivalente;100;48;Urbana;3
Homem;22;Parda;Médio incompleto ou equivalente;1200;44;Urbana;6
Mulher;44;Parda;Médio completo ou equivalente;1250;44;Urbana;4
Mulher;32;Parda;Superior incompleto ou equivalente;850;20;Urbana;4
Mulher;25;Parda;Superior incompleto ou equivalente;2000;44;Urbana;2
Mulher;42;Parda;Médio completo ou equivalente;1000;40;Urbana;2
Homem;50;Preta;Fundamental incompleto ou equivalente;300;24;Rural;3
Mulher;46;Parda;Fundamental incompleto ou equivalente;700;40;Urbana;3
Homem;28;Parda;Fundamental incompleto ou equivalente;1500;78;Urbana;2
Homem;26;Parda;Fundamental incompleto ou equivalente;250;15;Urbana;3
Mulher;31;Branca;Superior incompleto ou equivalente;1200;44;Urbana;7
Mulher;35;Preta;Superior completo;4000;40;Urbana;3
Mulher;37;Parda;Superior completo;3000;44;Urbana;1
Homem;30;Parda;Fundamental incompleto ou equivalente;2145;60;Rural;3
Homem;33;Parda;Médio completo ou equivalente;1500;44;Urbana;5
Mulher;42;Branca;Médio completo ou equivalente;1200;44;Urbana;3
Homem;40;Branca;Superior completo;2300;36;Urbana;2
Homem;59;Parda;Fundamental incompleto ou equivalente;1640;30;Rural;2
Homem;60;Parda;Superior completo;5000;40;Urbana;2
Mulher;45;Parda;Fundamental incompleto ou equivalente;650;30;Urbana;5
Homem;30;Branca;Médio completo ou equivalente;1500;56;Rural;1
Homem;19;Branca;Fundamental incompleto ou equivalente;200;10;Rural;5
Homem;34;Parda;Fundamental completo ou equivalente;1100;50;Urbana;5
Homem;35;Parda;Fundamental incompleto ou equivalente;800;56;Rural;5
Homem;23;Parda;Fundamental incompleto ou equivalente;1500;44;Rural;4
Homem;46;Preta;Superior completo;1700;72;Urbana;4
Homem;37;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Homem;30;Branca;Fundamental completo ou equivalente;850;49;Urbana;1
Homem;36;Branca;Fundamental incompleto ou equivalente;1800;44;Urbana;2
Homem;33;Branca;Médio completo ou equivalente;1500;42;Urbana;3
Homem;44;Preta;Médio completo ou equivalente;1200;44;Urbana;5
Homem;31;Branca;Superior completo;2000;30;Urbana;2
Homem;44;Branca;Médio completo ou equivalente;1600;40;Urbana;1
Homem;45;Parda;Superior completo;1500;50;Urbana;1
Homem;30;Parda;Fundamental incompleto ou equivalente;1500;44;Urbana;2
Mulher;57;Branca;Fundamental completo ou equivalente;5000;40;Urbana;2
Homem;29;Branca;Superior completo;14000;44;Urbana;2
Mulher;49;Parda;Médio completo ou equivalente;150;7;Urbana;3
Mulher;46;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;2
Mulher;42;Preta;Médio completo ou equivalente;3000;40;Urbana;5
Homem;30;Parda;Superior completo;14000;40;Urbana;2
Homem;52;Branca;Superior incompleto ou equivalente;5000;26;Urbana;4
Mulher;36;Branca;Superior completo;1045;25;Rural;5
Homem;48;Parda;Médio completo ou equivalente;2100;44;Urbana;4
Homem;68;Branca;Médio completo ou equivalente;7000;44;Urbana;2
Mulher;42;Branca;Médio completo ou equivalente;2000;40;Urbana;2
Mulher;21;Parda;Superior incompleto ou equivalente;1125;30;Urbana;3
Homem;37;Parda;Médio completo ou equivalente;4500;40;Urbana;5
Mulher;28;Parda;Superior completo;1000;40;Urbana;5
Homem;65;Parda;Fundamental completo ou equivalente;200;7;Rural;3
Mulher;46;Branca;Fundamental completo ou equivalente;1700;24;Urbana;4
Homem;44;Parda;Fundamental completo ou equivalente;1500;40;Urbana;2
Mulher;25;Branca;Superior completo;7000;44;Urbana;4
Homem;24;Branca;Superior incompleto ou equivalente;1045;48;Urbana;2
Mulher;38;Preta;Médio completo ou equivalente;1200;40;Urbana;4
Homem;25;Parda;Superior completo;1045;48;Urbana;3
Homem;44;Parda;Fundamental incompleto ou equivalente;250;30;Rural;5
Mulher;21;Preta;Fundamental completo ou equivalente;1000;30;Urbana;2
Mulher;32;Parda;Médio completo ou equivalente;700;48;Urbana;2
Homem;48;Branca;Fundamental incompleto ou equivalente;1045;50;Rural;4
Mulher;34;Branca;Médio completo ou equivalente;2000;44;Urbana;4
Homem;24;Branca;Superior completo;1500;44;Urbana;3
Homem;37;Parda;Médio incompleto ou equivalente;4000;48;Urbana;5
Homem;40;Branca;Superior completo;7000;40;Urbana;4
Mulher;28;Branca;Superior incompleto ou equivalente;1600;44;Urbana;3
Homem;20;Parda;Médio completo ou equivalente;300;30;Rural;6
Homem;47;Parda;Médio completo ou equivalente;1700;44;Urbana;4
Homem;49;Parda;Fundamental incompleto ou equivalente;1500;48;Urbana;1
Mulher;24;Parda;Superior completo;1300;44;Urbana;3
Mulher;21;Branca;Superior incompleto ou equivalente;1200;30;Urbana;4
Homem;46;Branca;Superior completo;15000;40;Urbana;3
Homem;28;Parda;Superior completo;1045;72;Urbana;3
Mulher;40;Preta;Médio completo ou equivalente;1045;44;Urbana;3
Homem;23;Parda;Fundamental incompleto ou equivalente;800;40;Urbana;2
Homem;45;Branca;Médio completo ou equivalente;1500;40;Urbana;3
Homem;54;Parda;Superior completo;15000;40;Urbana;2
Mulher;65;Branca;Médio completo ou equivalente;1045;44;Urbana;2
Homem;44;Branca;Fundamental incompleto ou equivalente;1500;48;Urbana;2
Homem;55;Parda;Fundamental incompleto ou equivalente;400;30;Urbana;2
Homem;59;Branca;Fundamental incompleto ou equivalente;2000;48;Urbana;5
Homem;28;Branca;Superior completo;1500;40;Urbana;3
Homem;37;Branca;Superior incompleto ou equivalente;4400;45;Urbana;2
Mulher;37;Parda;Fundamental incompleto ou equivalente;1200;45;Urbana;3
Mulher;55;Branca;Superior completo;5000;40;Urbana;2
Homem;21;Parda;Médio completo ou equivalente;750;35;Rural;6
Mulher;59;Preta;Fundamental incompleto ou equivalente;1100;36;Urbana;5
Mulher;21;Parda;Superior incompleto ou equivalente;1045;30;Urbana;5
Mulher;41;Preta;Superior incompleto ou equivalente;3000;40;Urbana;4
Mulher;32;Branca;Superior completo;3000;40;Urbana;2
Homem;22;Parda;Fundamental completo ou equivalente;120;16;Rural;5
Mulher;44;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Homem;20;Parda;Superior incompleto ou equivalente;500;15;Urbana;3
Homem;48;Parda;Fundamental incompleto ou equivalente;800;44;Urbana;2
Mulher;39;Parda;Médio completo ou equivalente;1045;25;Urbana;3
Mulher;40;Parda;Médio completo ou equivalente;1300;44;Urbana;4
Homem;48;Parda;Médio completo ou equivalente;1400;40;Rural;7
Homem;23;Parda;Médio completo ou equivalente;2000;44;Urbana;2
Homem;24;Branca;Médio completo ou equivalente;1500;44;Urbana;5
Mulher;32;Parda;Fundamental completo ou equivalente;700;20;Urbana;6
Homem;31;Parda;Médio completo ou equivalente;1000;50;Urbana;3
Mulher;44;Parda;Superior completo;1600;20;Rural;5
Mulher;54;Parda;Fundamental incompleto ou equivalente;1045;45;Urbana;3
Homem;28;Branca;Médio completo ou equivalente;800;16;Urbana;3
Homem;47;Parda;Superior incompleto ou equivalente;15300;50;Urbana;2
Homem;79;Branca;Fundamental incompleto ou equivalente;200;30;Rural;2
Homem;38;Branca;Médio completo ou equivalente;2500;40;Urbana;4
Mulher;51;Branca;Fundamental incompleto ou equivalente;900;30;Urbana;4
Mulher;21;Branca;Superior completo;1800;40;Urbana;3
Homem;52;Branca;Médio completo ou equivalente;3000;44;Urbana;3
Homem;29;Parda;Médio completo ou equivalente;1500;44;Urbana;3
Homem;26;Preta;Sem instrução e menos de 1 ano de estudo;1600;40;Urbana;6
Homem;56;Branca;Fundamental completo ou equivalente;2300;40;Urbana;2
Homem;44;Branca;Médio completo ou equivalente;1600;48;Urbana;4
Homem;25;Parda;Médio completo ou equivalente;1500;44;Urbana;5
Homem;53;Branca;Fundamental completo ou equivalente;1900;48;Rural;2
Homem;45;Branca;Médio completo ou equivalente;6000;80;Rural;1
Homem;38;Branca;Médio completo ou equivalente;7000;40;Urbana;4
Homem;58;Branca;Superior completo;5500;30;Urbana;2
Mulher;47;Branca;Médio completo ou equivalente;800;24;Urbana;3
Homem;45;Preta;Fundamental incompleto ou equivalente;1000;50;Urbana;2
Mulher;27;Parda;Fundamental incompleto ou equivalente;400;20;Urbana;5
Homem;57;Branca;Fundamental incompleto ou equivalente;1800;44;Urbana;6
Mulher;39;Branca;Médio completo ou equivalente;300;16;Rural;4
Homem;64;Branca;Superior completo;3000;54;Urbana;5
Homem;29;Parda;Médio completo ou equivalente;1078;44;Urbana;3
Mulher;42;Preta;Médio completo ou equivalente;1045;30;Urbana;2
Homem;30;Parda;Superior incompleto ou equivalente;7000;40;Urbana;3
Mulher;37;Branca;Superior incompleto ou equivalente;5000;48;Urbana;5
Homem;32;Branca;Superior completo;20000;50;Urbana;2
Homem;30;Branca;Superior completo;2000;44;Urbana;2
Homem;39;Branca;Superior completo;4000;40;Urbana;3
Mulher;22;Parda;Médio completo ou equivalente;1200;48;Urbana;2
Mulher;36;Parda;Médio completo ou equivalente;500;30;Urbana;4
Homem;29;Branca;Médio completo ou equivalente;2000;50;Rural;3
Mulher;22;Parda;Superior incompleto ou equivalente;1035;44;Urbana;3
Homem;35;Parda;Fundamental incompleto ou equivalente;750;50;Rural;6
Mulher;61;Parda;Fundamental completo ou equivalente;1500;40;Urbana;1
Mulher;60;Preta;Fundamental incompleto ou equivalente;1000;20;Urbana;4
Homem;28;Preta;Superior incompleto ou equivalente;4000;48;Urbana;4
Mulher;28;Parda;Médio completo ou equivalente;1045;40;Urbana;2
Mulher;30;Parda;Superior incompleto ou equivalente;1800;48;Urbana;4
Homem;18;Branca;Médio incompleto ou equivalente;1200;40;Urbana;7
Mulher;37;Branca;Médio completo ou equivalente;2500;36;Urbana;3
Mulher;45;Branca;Médio completo ou equivalente;3000;40;Urbana;4
Homem;20;Parda;Médio completo ou equivalente;900;30;Rural;3
Mulher;38;Branca;Médio incompleto ou equivalente;500;20;Urbana;6
Homem;51;Branca;Fundamental incompleto ou equivalente;2500;70;Urbana;3
Mulher;18;Branca;Médio completo ou equivalente;1300;40;Urbana;3
Homem;33;Branca;Médio completo ou equivalente;1100;45;Urbana;3
Homem;54;Branca;Fundamental incompleto ou equivalente;4060;61;Urbana;2
Homem;22;Branca;Médio completo ou equivalente;1040;44;Urbana;4
Homem;21;Parda;Médio incompleto ou equivalente;2000;48;Rural;5
Homem;54;Parda;Médio completo ou equivalente;5000;44;Urbana;3
Homem;40;Parda;Médio incompleto ou equivalente;1600;40;Rural;4
Homem;43;Branca;Médio completo ou equivalente;4000;44;Urbana;3
Homem;48;Parda;Superior completo;15000;40;Urbana;3
Mulher;58;Branca;Superior completo;2800;40;Urbana;6
Mulher;46;Parda;Fundamental incompleto ou equivalente;1100;40;Urbana;3
Mulher;30;Branca;Fundamental incompleto ou equivalente;1200;48;Urbana;6
Mulher;36;Branca;Fundamental incompleto ou equivalente;800;20;Urbana;4
Homem;42;Branca;Fundamental completo ou equivalente;2500;44;Rural;4
Homem;51;Branca;Fundamental incompleto ou equivalente;1500;35;Rural;3
Mulher;49;Branca;Fundamental incompleto ou equivalente;2500;48;Urbana;2
Homem;57;Parda;Fundamental completo ou equivalente;1700;44;Urbana;5
Homem;52;Parda;Fundamental incompleto ou equivalente;1045;48;Urbana;2
Mulher;23;Branca;Médio completo ou equivalente;400;16;Rural;2
Homem;62;Branca;Fundamental completo ou equivalente;1100;40;Urbana;3
Homem;30;Parda;Médio completo ou equivalente;1400;40;Urbana;3
Homem;35;Parda;Superior completo;1500;8;Urbana;3
Mulher;42;Branca;Superior completo;1620;60;Urbana;1
Mulher;53;Parda;Fundamental incompleto ou equivalente;1300;42;Urbana;2
Homem;38;Branca;Médio completo ou equivalente;2800;40;Urbana;4
Homem;64;Branca;Superior completo;8000;45;Urbana;3
Homem;16;Parda;Fundamental incompleto ou equivalente;800;30;Urbana;4
Homem;33;Parda;Fundamental incompleto ou equivalente;1200;40;Rural;2
Homem;56;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;2
Mulher;51;Parda;Médio completo ou equivalente;1045;44;Urbana;2
Mulher;21;Parda;Médio completo ou equivalente;800;40;Rural;3
Homem;37;Parda;Fundamental incompleto ou equivalente;250;40;Rural;5
Homem;44;Parda;Médio completo ou equivalente;1954;44;Urbana;1
Mulher;37;Parda;Superior completo;1353;36;Rural;4
Homem;37;Parda;Fundamental incompleto ou equivalente;1100;48;Urbana;6
Mulher;32;Parda;Médio incompleto ou equivalente;4000;50;Urbana;3
Homem;47;Parda;Médio completo ou equivalente;2600;75;Urbana;2
Mulher;32;Parda;Médio completo ou equivalente;5200;46;Rural;3
Homem;56;Branca;Fundamental incompleto ou equivalente;1200;40;Rural;3
Mulher;72;Branca;Fundamental incompleto ou equivalente;415;30;Rural;1
Homem;58;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;2
Homem;48;Parda;Fundamental incompleto ou equivalente;900;40;Rural;4
Mulher;54;Branca;Superior completo;2500;40;Urbana;2
Homem;34;Parda;Médio completo ou equivalente;3000;48;Urbana;4
Mulher;45;Parda;Médio completo ou equivalente;804;40;Urbana;1
Homem;37;Parda;Médio completo ou equivalente;1500;48;Urbana;2
Mulher;49;Branca;Fundamental incompleto ou equivalente;1040;20;Rural;2
Homem;53;Parda;Sem instrução e menos de 1 ano de estudo;1000;40;Urbana;5
Homem;62;Parda;Fundamental incompleto ou equivalente;500;48;Urbana;1
Homem;48;Branca;Médio completo ou equivalente;2000;30;Urbana;3
Homem;29;Branca;Superior completo;1200;40;Urbana;3
Homem;44;Branca;Superior completo;10000;40;Urbana;3
Mulher;31;Parda;Superior completo;1100;40;Urbana;6
Homem;27;Branca;Superior completo;1045;20;Urbana;4
Homem;31;Preta;Médio completo ou equivalente;4000;40;Urbana;3
Homem;39;Branca;Superior completo;25000;30;Urbana;2
Mulher;61;Branca;Médio completo ou equivalente;2600;40;Urbana;2
Mulher;23;Parda;Médio completo ou equivalente;2000;45;Urbana;3
Mulher;25;Branca;Superior incompleto ou equivalente;1100;20;Urbana;2
Mulher;40;Preta;Fundamental incompleto ou equivalente;400;24;Urbana;2
Homem;37;Parda;Fundamental incompleto ou equivalente;1200;48;Urbana;5
Homem;26;Parda;Fundamental incompleto ou equivalente;630;36;Rural;4
Homem;37;Parda;Fundamental completo ou equivalente;2500;48;Urbana;3
Mulher;33;Parda;Médio incompleto ou equivalente;1400;48;Rural;6
Mulher;59;Branca;Médio completo ou equivalente;1200;40;Urbana;2
Mulher;29;Parda;Superior completo;4000;40;Urbana;3
Mulher;65;Parda;Fundamental incompleto ou equivalente;800;44;Urbana;1
Homem;39;Branca;Médio completo ou equivalente;1568;40;Urbana;4
Homem;33;Preta;Médio completo ou equivalente;2000;40;Urbana;4
Homem;39;Branca;Superior completo;2500;48;Urbana;4
Homem;38;Branca;Fundamental incompleto ou equivalente;2000;50;Rural;3
Mulher;62;Parda;Médio completo ou equivalente;600;46;Urbana;9
Mulher;58;Branca;Fundamental incompleto ou equivalente;1045;44;Urbana;2
Homem;33;Branca;Superior incompleto ou equivalente;100;20;Urbana;3
Mulher;32;Parda;Médio completo ou equivalente;1045;48;Urbana;4
Homem;53;Parda;Fundamental incompleto ou equivalente;1300;48;Urbana;4
Homem;23;Parda;Fundamental completo ou equivalente;1045;44;Urbana;3
Homem;25;Branca;Médio completo ou equivalente;2500;44;Urbana;4
Homem;44;Branca;Fundamental completo ou equivalente;1400;40;Rural;5
Mulher;64;Parda;Superior completo;1567;20;Urbana;2
Homem;43;Branca;Superior completo;5000;35;Urbana;2
Homem;38;Branca;Fundamental incompleto ou equivalente;1400;40;Urbana;2
Mulher;30;Branca;Superior completo;12000;40;Urbana;4
Homem;34;Parda;Médio completo ou equivalente;1045;45;Rural;4
Homem;54;Parda;Superior completo;10000;40;Urbana;5
Homem;25;Parda;Médio completo ou equivalente;1049;20;Urbana;10
Mulher;40;Branca;Médio completo ou equivalente;1200;40;Rural;3
Homem;64;Parda;Fundamental incompleto ou equivalente;8000;48;Urbana;3
Homem;22;Parda;Fundamental incompleto ou equivalente;1200;44;Urbana;2
Homem;64;Branca;Superior completo;4500;90;Urbana;3
Mulher;51;Parda;Fundamental completo ou equivalente;1000;30;Urbana;4
Homem;70;Amarela;Superior completo;2000;48;Urbana;4
Homem;44;Branca;Fundamental incompleto ou equivalente;1545;53;Rural;5
Homem;26;Branca;Médio completo ou equivalente;1500;44;Urbana;2
Homem;16;Parda;Fundamental completo ou equivalente;1200;44;Urbana;3
Mulher;45;Parda;Superior completo;1500;40;Urbana;6
Homem;45;Branca;Médio completo ou equivalente;2100;40;Urbana;3
Homem;44;Parda;Médio incompleto ou equivalente;1400;44;Urbana;4
Mulher;43;Branca;Superior completo;6300;60;Urbana;1
Homem;60;Parda;Fundamental incompleto ou equivalente;600;40;Rural;2
Homem;23;Parda;Médio completo ou equivalente;1045;48;Urbana;4
Mulher;49;Parda;Superior completo;2500;40;Urbana;4
Homem;23;Branca;Fundamental completo ou equivalente;200;8;Rural;11
Homem;58;Amarela;Superior completo;20000;70;Urbana;4
